OrderID,ProductID,ProductName,Category,QuantitySold,SellingPrice,DateOfSale,CustomerID,CustomerName,ContactEmail,PhoneNumber,DeliveryAddress,DeliveryDate,DeliveryStatus,Platform,ResellerName,CommissionPercentage
MEE-618355,PID-3756,Watch,Fashion,7,752.67,2024-09-26,CUST-5983,Taylor,customer715@example.com,+91-8091759489,"7 Street, City-26, State-25",2024-09-30,In Transit,Meesho,Reseller3,17.45
MEE-595048,PID-8858,Laptop,Accessories,6,439.49,2024-09-27,CUST-3781,Taylor,customer777@example.com,+91-8436545046,"440 Street, City-82, State-27",2024-10-01,In Transit,Meesho,Reseller2,14.63
MEE-968842,PID-1710,Phone,Fashion,2,746.83,2024-09-28,CUST-9360,John,customer727@example.com,+91-9626518917,"367 Street, City-46, State-29",2024-10-02,In Transit,Meesho,Reseller2,10.7
MEE-515368,PID-9719,Phone,Electronics,1,849.36,2024-09-29,CUST-1956,Chris,customer179@example.com,+91-7799275561,"138 Street, City-7, State-12",2024-10-03,Cancelled,Meesho,Reseller1,8.34
MEE-115056,PID-1644,Phone,Electronics,5,943.65,2024-09-30,CUST-5471,Jane,customer363@example.com,+91-9724813316,"67 Street, City-22, State-17",2024-10-04,In Transit,Meesho,Reseller3,5.47
MEE-621938,PID-5497,Watch,Books,5,594.3,2024-10-01,CUST-2693,Sam,customer402@example.com,+91-9215432232,"252 Street, City-43, State-30",2024-10-05,Cancelled,Meesho,Reseller2,11.54
MEE-176565,PID-1491,Headphones,Fashion,10,853.75,2024-10-02,CUST-6617,Jane,customer363@example.com,+91-8606176320,"75 Street, City-1, State-15",2024-10-06,Cancelled,Meesho,Reseller2,17.87
MEE-449778,PID-5115,Phone,Electronics,7,616.36,2024-10-03,CUST-7704,John,customer764@example.com,+91-7957918000,"84 Street, City-5, State-4",2024-10-07,Cancelled,Meesho,Reseller3,10.12
MEE-411292,PID-5747,Shoes,Electronics,1,585.05,2024-10-04,CUST-4717,John,customer720@example.com,+91-7345110441,"77 Street, City-72, State-5",2024-10-08,Delivered,Meesho,Reseller2,5.39
MEE-124462,PID-4709,Headphones,Books,4,254.45,2024-10-05,CUST-1097,Alex,customer437@example.com,+91-8840960264,"245 Street, City-5, State-9",2024-10-09,Cancelled,Meesho,Reseller2,18.07
MEE-734850,PID-2612,Phone,Books,1,895.24,2024-10-06,CUST-6130,Alex,customer873@example.com,+91-8363225852,"59 Street, City-5, State-21",2024-10-10,Cancelled,Meesho,Reseller2,9.58
MEE-642599,PID-4872,Shoes,Accessories,10,231.76,2024-10-07,CUST-3024,John,customer229@example.com,+91-7112474004,"313 Street, City-93, State-7",2024-10-11,Delivered,Meesho,Reseller2,10.07
MEE-353833,PID-2422,Watch,Accessories,4,778.63,2024-10-08,CUST-1836,Sam,customer145@example.com,+91-8873178177,"460 Street, City-11, State-13",2024-10-12,Cancelled,Meesho,Reseller3,12.74
MEE-270800,PID-8363,Headphones,Accessories,4,875.33,2024-10-09,CUST-7151,Chris,customer685@example.com,+91-9307313075,"478 Street, City-86, State-29",2024-10-13,Delivered,Meesho,Reseller3,18.78
MEE-937907,PID-6663,Laptop,Fashion,3,488.6,2024-10-10,CUST-9636,Alex,customer487@example.com,+91-8027437520,"26 Street, City-33, State-23",2024-10-14,Delivered,Meesho,Reseller3,19.89
MEE-164153,PID-7928,Book,Fashion,2,395.07,2024-10-11,CUST-2254,John,customer696@example.com,+91-8700805149,"13 Street, City-3, State-24",2024-10-15,Cancelled,Meesho,Reseller2,15.9
MEE-786027,PID-3500,Laptop,Fashion,8,439.38,2024-10-12,CUST-7084,John,customer993@example.com,+91-9577690779,"34 Street, City-54, State-26",2024-10-16,Cancelled,Meesho,Reseller1,17.42
MEE-552063,PID-8188,Watch,Accessories,5,370.67,2024-10-13,CUST-8511,Alex,customer729@example.com,+91-9794130788,"102 Street, City-15, State-22",2024-10-17,Cancelled,Meesho,Reseller3,12.61
MEE-382052,PID-5434,Watch,Books,8,404.25,2024-10-14,CUST-2856,John,customer928@example.com,+91-9275511619,"489 Street, City-14, State-17",2024-10-18,In Transit,Meesho,Reseller1,17.4
MEE-970537,PID-2647,Watch,Accessories,1,334.23,2024-10-15,CUST-7913,John,customer393@example.com,+91-7157951550,"151 Street, City-76, State-25",2024-10-19,Cancelled,Meesho,Reseller2,10.16
MEE-624342,PID-8376,Laptop,Accessories,4,943.03,2024-10-16,CUST-7526,Taylor,customer949@example.com,+91-9889793177,"435 Street, City-47, State-16",2024-10-20,Cancelled,Meesho,Reseller1,12.89
MEE-539662,PID-7736,Watch,Accessories,5,323.24,2024-10-17,CUST-5107,Chris,customer609@example.com,+91-9720347944,"54 Street, City-91, State-5",2024-10-21,Cancelled,Meesho,Reseller1,9.1
MEE-947098,PID-2986,Watch,Books,4,249.4,2024-10-18,CUST-1901,Sam,customer910@example.com,+91-9792764635,"338 Street, City-46, State-11",2024-10-22,In Transit,Meesho,Reseller1,11.92
MEE-508648,PID-7970,Watch,Electronics,3,898.78,2024-10-19,CUST-2557,Alex,customer856@example.com,+91-9050969982,"259 Street, City-33, State-14",2024-10-23,Delivered,Meesho,Reseller3,18.42
MEE-878664,PID-7282,Book,Accessories,7,828.95,2024-10-20,CUST-1907,Alex,customer90@example.com,+91-9663158905,"200 Street, City-54, State-22",2024-10-24,Cancelled,Meesho,Reseller2,5.49
MEE-555531,PID-3812,Shoes,Electronics,5,107.59,2024-10-21,CUST-6390,Alex,customer106@example.com,+91-9758311163,"86 Street, City-90, State-20",2024-10-25,Cancelled,Meesho,Reseller2,14.21
MEE-202622,PID-2285,Headphones,Fashion,7,837.38,2024-10-22,CUST-1402,John,customer86@example.com,+91-9418371147,"129 Street, City-64, State-27",2024-10-26,Delivered,Meesho,Reseller1,14.36
MEE-388085,PID-7082,Laptop,Fashion,4,737.91,2024-10-23,CUST-4447,John,customer937@example.com,+91-7700356267,"445 Street, City-77, State-6",2024-10-27,Delivered,Meesho,Reseller2,7.11
MEE-162702,PID-4338,Headphones,Accessories,1,657.68,2024-10-24,CUST-2102,Taylor,customer158@example.com,+91-7403624600,"2 Street, City-59, State-5",2024-10-28,In Transit,Meesho,Reseller2,12.24
MEE-105724,PID-9054,Book,Accessories,3,550.41,2024-10-25,CUST-1297,Chris,customer791@example.com,+91-9758823607,"194 Street, City-80, State-4",2024-10-29,In Transit,Meesho,Reseller3,11.57
MEE-858137,PID-2154,Laptop,Electronics,6,213.45,2024-10-26,CUST-9139,Chris,customer921@example.com,+91-8892599170,"352 Street, City-93, State-3",2024-10-30,Cancelled,Meesho,Reseller3,11.77
MEE-867723,PID-8876,Book,Accessories,3,373.27,2024-10-27,CUST-4222,Sam,customer439@example.com,+91-9478939559,"357 Street, City-96, State-2",2024-10-31,Cancelled,Meesho,Reseller3,10.61
MEE-750951,PID-2624,Book,Electronics,2,906.13,2024-10-28,CUST-2723,Chris,customer139@example.com,+91-9958071309,"171 Street, City-67, State-27",2024-11-01,Cancelled,Meesho,Reseller1,12.75
MEE-503370,PID-7738,Phone,Fashion,2,732.63,2024-10-29,CUST-2934,Alex,customer301@example.com,+91-7875190829,"341 Street, City-86, State-12",2024-11-02,In Transit,Meesho,Reseller2,17.68
MEE-628771,PID-9649,Headphones,Books,3,279.93,2024-10-30,CUST-7155,Sam,customer730@example.com,+91-9443937329,"467 Street, City-22, State-27",2024-11-03,In Transit,Meesho,Reseller3,10.89
MEE-327701,PID-5839,Watch,Fashion,6,636.6,2024-10-31,CUST-1732,Chris,customer907@example.com,+91-7118805768,"460 Street, City-86, State-7",2024-11-04,Delivered,Meesho,Reseller2,6.53
MEE-161211,PID-6551,Book,Accessories,6,598.73,2024-11-01,CUST-6763,Sam,customer151@example.com,+91-8317451360,"166 Street, City-92, State-2",2024-11-05,In Transit,Meesho,Reseller2,10.51
MEE-850614,PID-1759,Book,Electronics,6,934.08,2024-11-02,CUST-7948,Alex,customer81@example.com,+91-7334657430,"457 Street, City-3, State-30",2024-11-06,Cancelled,Meesho,Reseller3,15.7
MEE-594336,PID-1238,Phone,Electronics,2,951.6,2024-11-03,CUST-9606,John,customer762@example.com,+91-7514872514,"464 Street, City-82, State-10",2024-11-07,Delivered,Meesho,Reseller1,12.75
MEE-788654,PID-3209,Laptop,Fashion,10,354.68,2024-11-04,CUST-5579,Chris,customer161@example.com,+91-9773025442,"147 Street, City-21, State-15",2024-11-08,Delivered,Meesho,Reseller3,17.5
MEE-872978,PID-7645,Laptop,Fashion,2,460.23,2024-11-05,CUST-3022,Taylor,customer502@example.com,+91-7931700249,"304 Street, City-18, State-16",2024-11-09,In Transit,Meesho,Reseller1,5.73
MEE-604354,PID-3589,Laptop,Fashion,7,515.49,2024-11-06,CUST-8207,Jane,customer235@example.com,+91-8281134590,"33 Street, City-97, State-20",2024-11-10,Delivered,Meesho,Reseller2,6.12
MEE-599482,PID-1294,Headphones,Fashion,5,712.85,2024-11-07,CUST-1622,Chris,customer723@example.com,+91-8642771310,"470 Street, City-22, State-28",2024-11-11,In Transit,Meesho,Reseller2,13.53
MEE-167800,PID-8793,Shoes,Books,2,192.48,2024-11-08,CUST-8197,Alex,customer73@example.com,+91-8730146691,"397 Street, City-71, State-2",2024-11-12,Cancelled,Meesho,Reseller3,5.39
MEE-836718,PID-4711,Shoes,Books,7,762.71,2024-11-09,CUST-4972,Jane,customer695@example.com,+91-8497594998,"171 Street, City-17, State-24",2024-11-13,In Transit,Meesho,Reseller3,9.71
MEE-965599,PID-7070,Headphones,Electronics,2,603.14,2024-11-10,CUST-7082,Taylor,customer891@example.com,+91-7255379399,"368 Street, City-75, State-5",2024-11-14,In Transit,Meesho,Reseller1,12.23
MEE-747902,PID-4652,Laptop,Fashion,8,731.72,2024-11-11,CUST-3477,John,customer536@example.com,+91-8179951034,"153 Street, City-94, State-4",2024-11-15,In Transit,Meesho,Reseller2,12.4
MEE-224260,PID-4388,Laptop,Electronics,10,165.27,2024-11-12,CUST-8229,Chris,customer186@example.com,+91-9156433624,"388 Street, City-7, State-7",2024-11-16,Delivered,Meesho,Reseller3,11.49
MEE-788078,PID-7788,Watch,Books,7,886.7,2024-11-13,CUST-7727,John,customer525@example.com,+91-9314478901,"375 Street, City-17, State-28",2024-11-17,In Transit,Meesho,Reseller1,16.22
MEE-378160,PID-4786,Watch,Fashion,1,340.97,2024-11-14,CUST-2072,Sam,customer358@example.com,+91-7207289861,"344 Street, City-75, State-20",2024-11-18,In Transit,Meesho,Reseller1,10.06
MEE-524512,PID-8345,Phone,Electronics,5,623.79,2024-11-15,CUST-8672,John,customer96@example.com,+91-9339699542,"57 Street, City-86, State-9",2024-11-19,In Transit,Meesho,Reseller2,13.75
MEE-186386,PID-5465,Shoes,Accessories,5,847.88,2024-11-16,CUST-5116,Alex,customer450@example.com,+91-8869355778,"169 Street, City-93, State-28",2024-11-20,Delivered,Meesho,Reseller2,10.44
MEE-957408,PID-3786,Headphones,Accessories,6,541.39,2024-11-17,CUST-5057,John,customer440@example.com,+91-7449503604,"461 Street, City-80, State-21",2024-11-21,Cancelled,Meesho,Reseller2,11.32
MEE-641874,PID-1732,Watch,Fashion,8,646.95,2024-11-18,CUST-3035,Alex,customer655@example.com,+91-7628372189,"6 Street, City-3, State-10",2024-11-22,Delivered,Meesho,Reseller2,15.78
MEE-680009,PID-7323,Laptop,Books,8,525.34,2024-11-19,CUST-6923,Chris,customer49@example.com,+91-8027500630,"237 Street, City-38, State-5",2024-11-23,Cancelled,Meesho,Reseller3,8.57
MEE-924743,PID-2744,Book,Accessories,5,839.81,2024-11-20,CUST-6491,Jane,customer695@example.com,+91-9652353542,"320 Street, City-73, State-14",2024-11-24,Delivered,Meesho,Reseller1,12.19
MEE-328273,PID-9885,Watch,Fashion,4,680.46,2024-11-21,CUST-2683,John,customer309@example.com,+91-7278966713,"29 Street, City-47, State-10",2024-11-25,Cancelled,Meesho,Reseller2,11.95
MEE-415916,PID-8112,Laptop,Books,8,303.69,2024-11-22,CUST-8698,Alex,customer646@example.com,+91-7973271992,"201 Street, City-15, State-6",2024-11-26,In Transit,Meesho,Reseller2,8.81
MEE-400121,PID-7771,Phone,Electronics,2,588.34,2024-11-23,CUST-1809,John,customer817@example.com,+91-9666570098,"405 Street, City-97, State-27",2024-11-27,Cancelled,Meesho,Reseller2,8.39
MEE-267008,PID-5862,Book,Books,4,675.12,2024-11-24,CUST-5719,Taylor,customer499@example.com,+91-9849913592,"498 Street, City-83, State-19",2024-11-28,In Transit,Meesho,Reseller2,14.14
MEE-209888,PID-6039,Shoes,Fashion,7,172.2,2024-11-25,CUST-9056,Taylor,customer85@example.com,+91-9227055087,"57 Street, City-47, State-2",2024-11-29,Cancelled,Meesho,Reseller2,13.06
MEE-566511,PID-1057,Phone,Fashion,10,596.16,2024-11-26,CUST-6509,Sam,customer88@example.com,+91-8229802975,"223 Street, City-76, State-8",2024-11-30,In Transit,Meesho,Reseller2,19.18
MEE-859009,PID-3316,Phone,Fashion,3,322.78,2024-11-27,CUST-9277,Taylor,customer764@example.com,+91-9581578463,"335 Street, City-17, State-15",2024-12-01,Cancelled,Meesho,Reseller2,6.23
MEE-551038,PID-8361,Headphones,Fashion,6,259.32,2024-11-28,CUST-2391,John,customer40@example.com,+91-8743618881,"328 Street, City-30, State-25",2024-12-02,In Transit,Meesho,Reseller2,19.3
MEE-734945,PID-2553,Laptop,Books,8,840.22,2024-11-29,CUST-6430,John,customer163@example.com,+91-9134791994,"335 Street, City-14, State-29",2024-12-03,Delivered,Meesho,Reseller3,19.16
MEE-626907,PID-5037,Shoes,Accessories,6,708.83,2024-11-30,CUST-1585,Alex,customer79@example.com,+91-7296539076,"52 Street, City-30, State-25",2024-12-04,In Transit,Meesho,Reseller3,14.68
MEE-199729,PID-5199,Shoes,Electronics,10,602.04,2024-12-01,CUST-8675,John,customer997@example.com,+91-8214073830,"72 Street, City-91, State-22",2024-12-05,Delivered,Meesho,Reseller3,9.29
MEE-320543,PID-9668,Headphones,Books,10,383.9,2024-12-02,CUST-4483,Taylor,customer548@example.com,+91-8805073369,"447 Street, City-29, State-11",2024-12-06,In Transit,Meesho,Reseller2,8.27
MEE-414326,PID-3670,Phone,Electronics,2,844.14,2024-12-03,CUST-2092,Alex,customer463@example.com,+91-7828713961,"378 Street, City-98, State-18",2024-12-07,In Transit,Meesho,Reseller2,17.56
MEE-411919,PID-6491,Headphones,Books,6,934.85,2024-12-04,CUST-6801,Sam,customer767@example.com,+91-8500134668,"263 Street, City-65, State-27",2024-12-08,Cancelled,Meesho,Reseller3,10.57
MEE-448788,PID-8853,Phone,Electronics,5,267.95,2024-12-05,CUST-2870,Sam,customer227@example.com,+91-9932795481,"51 Street, City-19, State-16",2024-12-09,Cancelled,Meesho,Reseller1,11.1
MEE-271465,PID-2995,Headphones,Accessories,10,709.13,2024-12-06,CUST-4599,Jane,customer715@example.com,+91-8246815800,"80 Street, City-83, State-29",2024-12-10,Cancelled,Meesho,Reseller1,19.77
MEE-889018,PID-5457,Shoes,Accessories,9,228.35,2024-12-07,CUST-4258,Jane,customer281@example.com,+91-9517939153,"248 Street, City-94, State-6",2024-12-11,Delivered,Meesho,Reseller3,8.07
MEE-872603,PID-8168,Watch,Books,4,336.18,2024-12-08,CUST-4068,Taylor,customer320@example.com,+91-7067849917,"221 Street, City-49, State-22",2024-12-12,Cancelled,Meesho,Reseller1,10.92
MEE-692910,PID-9698,Book,Accessories,10,240.38,2024-12-09,CUST-2897,John,customer960@example.com,+91-7855943020,"418 Street, City-11, State-29",2024-12-13,Delivered,Meesho,Reseller2,9.81
MEE-373266,PID-1149,Shoes,Fashion,5,388.55,2024-12-10,CUST-5805,Jane,customer348@example.com,+91-7630057112,"281 Street, City-2, State-3",2024-12-14,In Transit,Meesho,Reseller1,16.19
MEE-599155,PID-3062,Book,Books,7,360.14,2024-12-11,CUST-8494,Jane,customer445@example.com,+91-9195339548,"42 Street, City-49, State-30",2024-12-15,Cancelled,Meesho,Reseller3,9.82
MEE-966613,PID-5896,Headphones,Electronics,3,610.41,2024-12-12,CUST-7308,John,customer382@example.com,+91-8091078879,"149 Street, City-76, State-23",2024-12-16,Delivered,Meesho,Reseller3,17.34
MEE-108514,PID-4592,Phone,Books,7,678.49,2024-12-13,CUST-7834,John,customer632@example.com,+91-9103301815,"156 Street, City-23, State-3",2024-12-17,Cancelled,Meesho,Reseller1,12.28
MEE-954773,PID-7066,Laptop,Accessories,4,507.14,2024-12-14,CUST-1455,Sam,customer583@example.com,+91-7476540163,"37 Street, City-46, State-22",2024-12-18,In Transit,Meesho,Reseller2,19.79
MEE-150600,PID-3206,Shoes,Electronics,1,776.0,2024-12-15,CUST-6883,John,customer879@example.com,+91-8950323664,"477 Street, City-39, State-5",2024-12-19,In Transit,Meesho,Reseller2,8.91
MEE-452176,PID-2140,Book,Electronics,5,586.41,2024-12-16,CUST-3683,John,customer546@example.com,+91-8250068278,"238 Street, City-42, State-14",2024-12-20,Cancelled,Meesho,Reseller1,15.35
MEE-704547,PID-8621,Phone,Books,8,560.6,2024-12-17,CUST-3177,Jane,customer612@example.com,+91-8472147242,"353 Street, City-33, State-30",2024-12-21,Delivered,Meesho,Reseller2,16.89
MEE-236724,PID-9930,Book,Fashion,1,137.26,2024-12-18,CUST-3198,Chris,customer464@example.com,+91-7538688063,"441 Street, City-10, State-28",2024-12-22,In Transit,Meesho,Reseller3,10.64
MEE-485568,PID-7416,Book,Fashion,8,202.79,2024-12-19,CUST-4100,John,customer655@example.com,+91-9470022859,"27 Street, City-57, State-11",2024-12-23,In Transit,Meesho,Reseller1,9.59
MEE-775797,PID-6664,Headphones,Accessories,7,827.38,2024-12-20,CUST-2542,Taylor,customer976@example.com,+91-7985541286,"3 Street, City-10, State-3",2024-12-24,In Transit,Meesho,Reseller3,15.76
MEE-901676,PID-3622,Phone,Accessories,4,637.48,2024-12-21,CUST-2172,John,customer343@example.com,+91-8449364339,"470 Street, City-82, State-8",2024-12-25,In Transit,Meesho,Reseller3,14.38
MEE-819915,PID-3216,Laptop,Electronics,8,390.07,2024-12-22,CUST-7307,John,customer638@example.com,+91-7781998658,"376 Street, City-21, State-18",2024-12-26,In Transit,Meesho,Reseller3,5.73
MEE-178119,PID-7750,Laptop,Accessories,2,569.16,2024-12-23,CUST-6111,Alex,customer541@example.com,+91-8562296650,"158 Street, City-39, State-20",2024-12-27,Delivered,Meesho,Reseller2,14.93
MEE-135209,PID-4874,Phone,Fashion,5,405.37,2024-12-24,CUST-2066,Chris,customer418@example.com,+91-8316750853,"357 Street, City-81, State-28",2024-12-28,Cancelled,Meesho,Reseller3,13.98
MEE-672965,PID-8844,Laptop,Fashion,1,108.81,2024-12-25,CUST-4649,Sam,customer757@example.com,+91-8562843093,"179 Street, City-26, State-25",2024-12-29,Cancelled,Meesho,Reseller1,11.01
MEE-491316,PID-2007,Watch,Accessories,3,468.14,2024-12-26,CUST-7892,Alex,customer664@example.com,+91-9239705613,"220 Street, City-98, State-18",2024-12-30,Delivered,Meesho,Reseller3,10.58
MEE-585154,PID-1368,Headphones,Accessories,10,908.69,2024-12-27,CUST-9010,Chris,customer191@example.com,+91-7709136904,"216 Street, City-71, State-9",2024-12-31,Delivered,Meesho,Reseller3,18.44
MEE-620735,PID-8233,Shoes,Electronics,3,487.38,2024-12-28,CUST-6145,Sam,customer575@example.com,+91-8991749852,"241 Street, City-8, State-27",2025-01-01,Delivered,Meesho,Reseller1,18.99
MEE-299710,PID-7519,Phone,Electronics,2,728.12,2024-12-29,CUST-2016,Taylor,customer99@example.com,+91-7081865542,"215 Street, City-57, State-3",2025-01-02,Cancelled,Meesho,Reseller3,5.8
MEE-438950,PID-8580,Book,Accessories,7,234.12,2024-12-30,CUST-8956,Alex,customer118@example.com,+91-9061148961,"64 Street, City-75, State-20",2025-01-03,In Transit,Meesho,Reseller1,15.59
MEE-936893,PID-1532,Headphones,Accessories,2,102.8,2024-12-31,CUST-7913,John,customer80@example.com,+91-7129324902,"246 Street, City-94, State-26",2025-01-04,Delivered,Meesho,Reseller3,5.77
MEE-928421,PID-5877,Book,Electronics,9,192.16,2025-01-01,CUST-3299,Chris,customer234@example.com,+91-8011174232,"79 Street, City-71, State-5",2025-01-05,Delivered,Meesho,Reseller3,9.26
MEE-627652,PID-7951,Laptop,Accessories,2,586.97,2025-01-02,CUST-8039,Sam,customer81@example.com,+91-9568729750,"305 Street, City-69, State-17",2025-01-06,Cancelled,Meesho,Reseller3,14.49
MEE-855383,PID-7275,Laptop,Books,1,876.24,2025-01-03,CUST-9334,Chris,customer379@example.com,+91-9307766937,"12 Street, City-47, State-26",2025-01-07,Delivered,Meesho,Reseller2,15.37
MEE-966383,PID-5986,Headphones,Electronics,10,485.88,2025-01-04,CUST-7971,Chris,customer785@example.com,+91-7972863592,"73 Street, City-88, State-10",2025-01-08,Cancelled,Meesho,Reseller3,11.09
MEE-469971,PID-9928,Book,Books,3,126.36,2025-01-05,CUST-5733,Taylor,customer203@example.com,+91-7956758082,"336 Street, City-73, State-20",2025-01-09,Delivered,Meesho,Reseller3,19.83
MEE-276663,PID-4136,Phone,Books,1,549.76,2025-01-06,CUST-4068,Alex,customer709@example.com,+91-8566419587,"128 Street, City-46, State-23",2025-01-10,Cancelled,Meesho,Reseller1,19.09
MEE-515138,PID-5014,Watch,Books,7,128.19,2025-01-07,CUST-4164,Jane,customer948@example.com,+91-9137689180,"34 Street, City-35, State-18",2025-01-11,Cancelled,Meesho,Reseller2,6.9
MEE-937775,PID-4265,Laptop,Fashion,3,440.5,2025-01-08,CUST-2385,John,customer350@example.com,+91-8761622627,"401 Street, City-37, State-10",2025-01-12,Delivered,Meesho,Reseller1,14.91
MEE-556765,PID-5454,Watch,Fashion,3,494.42,2025-01-09,CUST-3165,Sam,customer294@example.com,+91-7550224869,"20 Street, City-93, State-19",2025-01-13,Cancelled,Meesho,Reseller1,6.7
MEE-686370,PID-3918,Phone,Accessories,7,193.56,2025-01-10,CUST-5878,Jane,customer546@example.com,+91-9620422989,"239 Street, City-61, State-4",2025-01-14,Cancelled,Meesho,Reseller1,8.89
MEE-299459,PID-3357,Shoes,Electronics,4,733.37,2025-01-11,CUST-3971,Chris,customer672@example.com,+91-8739309819,"79 Street, City-91, State-17",2025-01-15,In Transit,Meesho,Reseller3,11.39
MEE-273624,PID-9032,Shoes,Accessories,7,210.41,2025-01-12,CUST-3364,Alex,customer260@example.com,+91-9088443620,"354 Street, City-38, State-30",2025-01-16,Cancelled,Meesho,Reseller1,10.0
MEE-603259,PID-7791,Shoes,Accessories,1,235.4,2025-01-13,CUST-1779,Chris,customer971@example.com,+91-9565544352,"306 Street, City-98, State-19",2025-01-17,In Transit,Meesho,Reseller2,19.11
MEE-395928,PID-7740,Shoes,Books,8,736.41,2025-01-14,CUST-1365,John,customer836@example.com,+91-7920475549,"129 Street, City-63, State-10",2025-01-18,Delivered,Meesho,Reseller2,18.25
MEE-741820,PID-5866,Phone,Electronics,2,703.99,2025-01-15,CUST-8812,John,customer463@example.com,+91-8289529442,"239 Street, City-14, State-8",2025-01-19,Delivered,Meesho,Reseller3,10.94
MEE-101508,PID-5047,Headphones,Electronics,4,400.15,2025-01-16,CUST-9195,Chris,customer673@example.com,+91-8812117270,"499 Street, City-35, State-15",2025-01-20,Delivered,Meesho,Reseller1,11.34
MEE-151896,PID-7189,Book,Fashion,8,476.43,2025-01-17,CUST-1390,Alex,customer750@example.com,+91-9546024600,"138 Street, City-54, State-18",2025-01-21,In Transit,Meesho,Reseller3,8.7
MEE-578839,PID-9245,Headphones,Accessories,1,900.82,2025-01-18,CUST-1976,Sam,customer799@example.com,+91-7407395128,"93 Street, City-60, State-7",2025-01-22,Cancelled,Meesho,Reseller3,7.07
MEE-538591,PID-5949,Watch,Accessories,5,404.54,2025-01-19,CUST-3128,John,customer852@example.com,+91-9764965587,"258 Street, City-6, State-12",2025-01-23,Cancelled,Meesho,Reseller3,10.34
MEE-361964,PID-1753,Shoes,Books,3,239.4,2025-01-20,CUST-9254,John,customer720@example.com,+91-7865384809,"191 Street, City-47, State-20",2025-01-24,Delivered,Meesho,Reseller2,6.3
MEE-760367,PID-7404,Laptop,Accessories,4,177.43,2025-01-21,CUST-9117,Taylor,customer864@example.com,+91-8814421302,"37 Street, City-34, State-24",2025-01-25,In Transit,Meesho,Reseller2,10.28
MEE-716243,PID-5179,Laptop,Accessories,8,145.13,2025-01-22,CUST-7826,Alex,customer21@example.com,+91-9958608369,"401 Street, City-97, State-28",2025-01-26,Delivered,Meesho,Reseller2,10.53
MEE-694041,PID-2217,Laptop,Electronics,8,439.75,2025-01-23,CUST-4682,Chris,customer54@example.com,+91-7794015122,"239 Street, City-91, State-8",2025-01-27,Delivered,Meesho,Reseller2,5.38
MEE-170478,PID-2411,Book,Books,5,519.1,2025-01-24,CUST-3145,Alex,customer532@example.com,+91-8351921845,"18 Street, City-72, State-1",2025-01-28,In Transit,Meesho,Reseller3,17.9
MEE-124200,PID-4287,Book,Fashion,10,371.12,2025-01-25,CUST-6312,Taylor,customer941@example.com,+91-8242697887,"107 Street, City-17, State-18",2025-01-29,Cancelled,Meesho,Reseller2,11.92
MEE-708408,PID-1849,Headphones,Fashion,10,522.78,2025-01-26,CUST-4989,Alex,customer436@example.com,+91-9106673481,"229 Street, City-20, State-21",2025-01-30,Delivered,Meesho,Reseller1,5.37
MEE-381584,PID-7130,Book,Accessories,9,796.72,2025-01-27,CUST-3602,Chris,customer456@example.com,+91-8536590751,"386 Street, City-47, State-2",2025-01-31,Cancelled,Meesho,Reseller2,14.63
MEE-824204,PID-1674,Watch,Books,2,604.24,2025-01-28,CUST-8498,Sam,customer15@example.com,+91-7305702421,"402 Street, City-42, State-12",2025-02-01,Delivered,Meesho,Reseller1,8.67
MEE-608528,PID-3754,Book,Fashion,7,250.04,2025-01-29,CUST-2370,Sam,customer13@example.com,+91-7673834305,"187 Street, City-6, State-10",2025-02-02,Delivered,Meesho,Reseller3,12.62
MEE-372974,PID-6474,Shoes,Fashion,7,748.51,2025-01-30,CUST-6014,Taylor,customer910@example.com,+91-7759541274,"411 Street, City-81, State-16",2025-02-03,Delivered,Meesho,Reseller1,13.29
MEE-967448,PID-3641,Watch,Accessories,10,156.77,2025-01-31,CUST-9844,Taylor,customer922@example.com,+91-9669233471,"158 Street, City-38, State-6",2025-02-04,Delivered,Meesho,Reseller2,8.92
MEE-138700,PID-9573,Laptop,Accessories,10,392.01,2025-02-01,CUST-9950,Alex,customer326@example.com,+91-7947686929,"298 Street, City-13, State-15",2025-02-05,Cancelled,Meesho,Reseller1,18.22
MEE-595485,PID-2681,Phone,Accessories,10,239.74,2025-02-02,CUST-2839,John,customer570@example.com,+91-8149602180,"14 Street, City-99, State-2",2025-02-06,Delivered,Meesho,Reseller1,9.63
MEE-137757,PID-8610,Watch,Accessories,4,895.66,2025-02-03,CUST-2257,John,customer178@example.com,+91-7759797700,"247 Street, City-41, State-26",2025-02-07,Cancelled,Meesho,Reseller3,15.27
MEE-535450,PID-4370,Phone,Accessories,4,114.65,2025-02-04,CUST-8435,John,customer301@example.com,+91-9560101853,"346 Street, City-70, State-30",2025-02-08,Cancelled,Meesho,Reseller1,18.45
MEE-301627,PID-1782,Laptop,Electronics,4,879.48,2025-02-05,CUST-4709,Chris,customer295@example.com,+91-7435683176,"248 Street, City-42, State-29",2025-02-09,Cancelled,Meesho,Reseller2,10.44
MEE-416117,PID-5776,Laptop,Books,10,941.75,2025-02-06,CUST-1609,Alex,customer885@example.com,+91-8907526301,"251 Street, City-60, State-6",2025-02-10,Delivered,Meesho,Reseller1,9.12
MEE-925143,PID-9240,Book,Electronics,6,895.53,2025-02-07,CUST-9474,Chris,customer769@example.com,+91-7100634946,"332 Street, City-54, State-27",2025-02-11,Cancelled,Meesho,Reseller1,15.38
