OrderID,ProductID,ProductName,Category,QuantitySold,SellingPrice,DateOfSale,CustomerID,CustomerName,ContactEmail,PhoneNumber,DeliveryAddress,DeliveryDate,DeliveryStatus,Platform,CouponUsed,ReturnWindow
FLI-278152,PID-5874,Headphones,Electronics,9,839.69,09-11-30,CUST-5306,Jane,customer846@example.com,-8939431455,"5 Street, City-22, State-25",13-11-30,Cancelled,Flipkart,TRUE,10
FLI-974618,PID-6606,Phone,Electronics,1,416.47,10-11-30,CUST-6854,Chris,customer447@example.com,-7725614410,"241 Street, City-37, State-23",14-11-30,Delivered,Flipkart,FALSE,29
FLI-186235,PID-2850,Headphones,Books,2,134.64,11-11-30,CUST-6172,Chris,customer30@example.com,-9023635236,"285 Street, City-47, State-11",15-11-30,In Transit,Flipkart,FALSE,12
FLI-172578,PID-6248,Laptop,Electronics,7,945.73,12-11-30,CUST-2799,Taylor,customer94@example.com,-8125044083,"43 Street, City-3, State-2",16-11-30,In Transit,Flipkart,FALSE,19
FLI-903440,PID-6824,Laptop,Accessories,9,747.81,13-11-30,CUST-7644,Taylor,customer247@example.com,-9152809900,"456 Street, City-90, State-13",17-11-30,In Transit,Flipkart,FALSE,28
FLI-522880,PID-6333,Headphones,Fashion,7,966.27,14-11-30,CUST-5638,Alex,customer531@example.com,-9029007798,"210 Street, City-26, State-11",18-11-30,In Transit,Flipkart,FALSE,8
FLI-675692,PID-9537,Headphones,Fashion,7,396.62,15-11-30,CUST-1360,Taylor,customer991@example.com,-7198872891,"447 Street, City-31, State-22",19-11-30,Delivered,Flipkart,FALSE,19
FLI-683057,PID-1300,Watch,Electronics,7,904.25,16-11-30,CUST-6756,Jane,customer326@example.com,-8524165454,"355 Street, City-65, State-10",20-11-30,Delivered,Flipkart,TRUE,18
FLI-427691,PID-8658,Shoes,Electronics,3,643.96,17-11-30,CUST-6660,Sam,customer608@example.com,-9059872929,"103 Street, City-79, State-26",21-11-30,Cancelled,Flipkart,FALSE,22
FLI-274124,PID-4621,Headphones,Fashion,9,158.11,18-11-30,CUST-9997,Sam,customer737@example.com,-8237864085,"38 Street, City-13, State-3",22-11-30,Delivered,Flipkart,TRUE,29
FLI-459355,PID-4251,Laptop,Fashion,4,140.89,19-11-30,CUST-6277,Taylor,customer582@example.com,-9534818954,"88 Street, City-26, State-21",23-11-30,Delivered,Flipkart,FALSE,12
FLI-999867,PID-8412,Watch,Electronics,4,187.59,20-11-30,CUST-1661,Jane,customer379@example.com,-9988545424,"443 Street, City-71, State-30",24-11-30,Cancelled,Flipkart,TRUE,26
FLI-873983,PID-1915,Book,Fashion,1,871.15,21-11-30,CUST-8663,John,customer286@example.com,-8243293073,"418 Street, City-96, State-10",25-11-30,Delivered,Flipkart,FALSE,17
FLI-707858,PID-6362,Shoes,Fashion,6,981.61,22-11-30,CUST-4692,Sam,customer487@example.com,-7313117185,"426 Street, City-93, State-15",26-11-30,In Transit,Flipkart,FALSE,16
FLI-352307,PID-8145,Watch,Books,6,702.82,23-11-30,CUST-2049,Chris,customer551@example.com,-8481474054,"222 Street, City-34, State-29",27-11-30,Cancelled,Flipkart,TRUE,17
FLI-470864,PID-2025,Phone,Fashion,7,678.52,24-11-30,CUST-4192,Sam,customer931@example.com,-9563426528,"194 Street, City-38, State-4",28-11-30,Delivered,Flipkart,FALSE,8
FLI-989261,PID-3566,Watch,Books,9,721.58,25-11-30,CUST-5459,Jane,customer544@example.com,-9983904536,"217 Street, City-21, State-8",29-11-30,Cancelled,Flipkart,TRUE,11
FLI-884228,PID-5085,Laptop,Accessories,7,694.67,26-11-30,CUST-5663,Jane,customer359@example.com,-8104939271,"3 Street, City-100, State-28",30-11-30,In Transit,Flipkart,FALSE,15
FLI-176393,PID-8147,Headphones,Electronics,9,933.92,27-11-30,CUST-2427,Sam,customer954@example.com,-8699773325,"168 Street, City-72, State-1",01-12-30,Cancelled,Flipkart,FALSE,17
FLI-917279,PID-3184,Headphones,Books,8,500.91,28-11-30,CUST-6954,Alex,customer939@example.com,-9239318947,"449 Street, City-86, State-15",02-12-30,Cancelled,Flipkart,TRUE,28
FLI-469407,PID-6325,Laptop,Books,5,779.22,29-11-30,CUST-6651,John,customer717@example.com,-7705875293,"307 Street, City-69, State-3",03-12-30,In Transit,Flipkart,TRUE,10
FLI-340400,PID-1489,Shoes,Books,10,480.93,30-11-30,CUST-7194,Chris,customer768@example.com,-8856769100,"120 Street, City-45, State-24",04-12-30,Cancelled,Flipkart,FALSE,16
FLI-648325,PID-5829,Phone,Fashion,10,394.2,01-12-30,CUST-9236,Chris,customer38@example.com,-8702584107,"486 Street, City-62, State-29",05-12-30,In Transit,Flipkart,FALSE,24
FLI-290158,PID-2379,Book,Books,3,577.28,02-12-30,CUST-3736,Chris,customer463@example.com,-7564834344,"227 Street, City-20, State-21",06-12-30,In Transit,Flipkart,FALSE,19
FLI-265298,PID-1912,Phone,Books,6,212.45,03-12-30,CUST-6340,Taylor,customer324@example.com,-9406417350,"315 Street, City-12, State-7",07-12-30,Delivered,Flipkart,TRUE,28
FLI-941172,PID-9279,Shoes,Books,2,513.75,04-12-30,CUST-8444,Sam,customer739@example.com,-9118026908,"8 Street, City-6, State-26",08-12-30,Cancelled,Flipkart,FALSE,28
FLI-157843,PID-4859,Book,Fashion,2,382.96,05-12-30,CUST-4458,John,customer68@example.com,-7332506261,"478 Street, City-89, State-11",09-12-30,Cancelled,Flipkart,TRUE,17
FLI-719311,PID-8594,Headphones,Fashion,9,284.6,06-12-30,CUST-9437,Alex,customer945@example.com,-7762121599,"157 Street, City-3, State-17",10-12-30,Cancelled,Flipkart,FALSE,12
FLI-884423,PID-2663,Book,Fashion,9,379.41,07-12-30,CUST-9077,John,customer534@example.com,-7769025518,"154 Street, City-18, State-23",11-12-30,Delivered,Flipkart,FALSE,12
FLI-965719,PID-8683,Book,Fashion,5,331.87,08-12-30,CUST-3595,Jane,customer869@example.com,-7767315159,"96 Street, City-26, State-25",12-12-30,In Transit,Flipkart,FALSE,26
FLI-651818,PID-2764,Phone,Books,6,836.22,09-12-30,CUST-3768,Sam,customer982@example.com,-9519042616,"387 Street, City-4, State-24",13-12-30,In Transit,Flipkart,TRUE,19
FLI-694474,PID-3258,Phone,Accessories,10,876.98,10-12-30,CUST-4903,Sam,customer515@example.com,-9795159795,"205 Street, City-41, State-30",14-12-30,Delivered,Flipkart,TRUE,29
FLI-978779,PID-2184,Watch,Books,2,439.55,11-12-30,CUST-6383,Alex,customer573@example.com,-9211165130,"235 Street, City-49, State-8",15-12-30,Delivered,Flipkart,FALSE,25
FLI-218161,PID-8402,Headphones,Accessories,5,434.2,12-12-30,CUST-8433,Alex,customer831@example.com,-7642322191,"202 Street, City-35, State-26",16-12-30,Cancelled,Flipkart,FALSE,25
FLI-999952,PID-4618,Watch,Electronics,3,214.36,13-12-30,CUST-6009,Jane,customer459@example.com,-9632862488,"7 Street, City-42, State-9",17-12-30,In Transit,Flipkart,TRUE,12
FLI-558037,PID-4636,Watch,Electronics,5,449.15,14-12-30,CUST-4606,Chris,customer360@example.com,-7421458941,"86 Street, City-99, State-25",18-12-30,In Transit,Flipkart,FALSE,27
FLI-185103,PID-5913,Headphones,Fashion,9,628.17,15-12-30,CUST-1834,John,customer748@example.com,-8577548577,"171 Street, City-56, State-5",19-12-30,Cancelled,Flipkart,TRUE,29
FLI-688014,PID-5931,Headphones,Accessories,4,415.27,16-12-30,CUST-3683,Jane,customer938@example.com,-9147984353,"286 Street, City-99, State-28",20-12-30,In Transit,Flipkart,TRUE,21
FLI-370003,PID-3378,Book,Fashion,1,764.7,17-12-30,CUST-8916,Jane,customer45@example.com,-8431879983,"87 Street, City-87, State-3",21-12-30,In Transit,Flipkart,FALSE,21
FLI-991804,PID-3712,Watch,Electronics,7,299.91,18-12-30,CUST-8412,Taylor,customer847@example.com,-7527428767,"72 Street, City-74, State-22",22-12-30,Cancelled,Flipkart,FALSE,15
FLI-840460,PID-5209,Phone,Books,9,217.34,19-12-30,CUST-7582,Chris,customer121@example.com,-7216203690,"497 Street, City-52, State-18",23-12-30,Delivered,Flipkart,FALSE,22
FLI-608990,PID-8586,Headphones,Electronics,8,110.2,20-12-30,CUST-8696,Taylor,customer394@example.com,-7849063484,"18 Street, City-1, State-28",24-12-30,In Transit,Flipkart,FALSE,27
FLI-963761,PID-2199,Headphones,Fashion,4,262.94,21-12-30,CUST-8312,Taylor,customer575@example.com,-9705975878,"156 Street, City-24, State-19",25-12-30,Delivered,Flipkart,TRUE,15
FLI-744841,PID-3496,Headphones,Books,1,554.53,22-12-30,CUST-6491,Taylor,customer940@example.com,-8577810828,"379 Street, City-72, State-15",26-12-30,In Transit,Flipkart,TRUE,9
FLI-158531,PID-1972,Phone,Accessories,1,364.32,23-12-30,CUST-4006,Sam,customer459@example.com,-7597168653,"79 Street, City-29, State-13",27-12-30,Cancelled,Flipkart,TRUE,25
FLI-860402,PID-9242,Book,Electronics,3,377.55,24-12-30,CUST-5295,Alex,customer497@example.com,-8240246846,"106 Street, City-3, State-5",28-12-30,Delivered,Flipkart,FALSE,14
FLI-638037,PID-4658,Phone,Books,4,856.47,25-12-30,CUST-5839,Jane,customer495@example.com,-8985561808,"384 Street, City-51, State-22",29-12-30,Delivered,Flipkart,TRUE,17
FLI-825826,PID-9078,Book,Books,3,748.67,26-12-30,CUST-9280,Chris,customer409@example.com,-9269225521,"102 Street, City-3, State-5",30-12-30,Delivered,Flipkart,TRUE,9
FLI-595081,PID-6982,Shoes,Electronics,7,158.41,27-12-30,CUST-4676,Alex,customer244@example.com,-8888607057,"421 Street, City-89, State-20",31-12-30,Delivered,Flipkart,TRUE,18
FLI-393213,PID-8334,Shoes,Books,2,929.43,28-12-30,CUST-2879,Alex,customer426@example.com,-8324458723,"305 Street, City-38, State-2",01-01-31,In Transit,Flipkart,FALSE,21
FLI-370686,PID-6704,Book,Accessories,2,293.54,29-12-30,CUST-5312,Chris,customer253@example.com,-8832714191,"268 Street, City-61, State-29",02-01-31,Cancelled,Flipkart,TRUE,7
FLI-873939,PID-7890,Watch,Books,6,991.03,30-12-30,CUST-5314,Chris,customer996@example.com,-8269176274,"224 Street, City-73, State-26",03-01-31,Delivered,Flipkart,TRUE,15
FLI-609634,PID-6503,Book,Fashion,2,472.16,31-12-30,CUST-2907,John,customer916@example.com,-7533798077,"493 Street, City-38, State-24",04-01-31,Delivered,Flipkart,TRUE,24
FLI-448577,PID-3761,Headphones,Books,3,473.18,01-01-31,CUST-5899,Jane,customer895@example.com,-8873585941,"329 Street, City-37, State-11",05-01-31,In Transit,Flipkart,TRUE,14
FLI-987100,PID-4056,Laptop,Fashion,2,889.63,02-01-31,CUST-3429,John,customer290@example.com,-9712769750,"255 Street, City-8, State-26",06-01-31,In Transit,Flipkart,FALSE,17
FLI-395870,PID-6538,Headphones,Accessories,6,724.12,03-01-31,CUST-2297,Alex,customer268@example.com,-9419527642,"256 Street, City-6, State-12",07-01-31,Delivered,Flipkart,TRUE,28
FLI-568786,PID-3807,Book,Fashion,10,489.64,04-01-31,CUST-2883,Jane,customer719@example.com,-7423306849,"495 Street, City-41, State-13",08-01-31,Cancelled,Flipkart,TRUE,16
FLI-546285,PID-4566,Laptop,Books,9,744.45,05-01-31,CUST-6049,John,customer648@example.com,-9715848317,"409 Street, City-22, State-5",09-01-31,Cancelled,Flipkart,TRUE,22
FLI-229925,PID-7466,Shoes,Accessories,4,190.44,06-01-31,CUST-9292,Jane,customer503@example.com,-8512847138,"214 Street, City-63, State-2",10-01-31,In Transit,Flipkart,TRUE,25
FLI-144596,PID-3206,Shoes,Electronics,1,480.46,07-01-31,CUST-6445,Sam,customer983@example.com,-8788442948,"232 Street, City-72, State-21",11-01-31,In Transit,Flipkart,FALSE,20
FLI-479194,PID-4264,Watch,Books,1,223.84,08-01-31,CUST-3275,John,customer997@example.com,-8814266546,"317 Street, City-13, State-21",12-01-31,Delivered,Flipkart,TRUE,27
FLI-747674,PID-1822,Laptop,Electronics,6,986.22,09-01-31,CUST-5252,Chris,customer527@example.com,-7369787695,"102 Street, City-22, State-10",13-01-31,Cancelled,Flipkart,TRUE,17
FLI-650438,PID-3544,Shoes,Fashion,6,946.5,10-01-31,CUST-1905,Taylor,customer798@example.com,-8915272755,"403 Street, City-83, State-5",14-01-31,Cancelled,Flipkart,TRUE,24
FLI-456340,PID-2219,Book,Electronics,5,678.42,11-01-31,CUST-4472,Jane,customer192@example.com,-7904972870,"194 Street, City-18, State-22",15-01-31,Delivered,Flipkart,FALSE,15
FLI-918444,PID-4422,Phone,Electronics,3,736.02,12-01-31,CUST-2335,Taylor,customer733@example.com,-7322847093,"219 Street, City-34, State-25",16-01-31,Cancelled,Flipkart,TRUE,20
FLI-346562,PID-5208,Headphones,Accessories,8,638.91,13-01-31,CUST-2883,Sam,customer830@example.com,-7391008144,"353 Street, City-73, State-12",17-01-31,Delivered,Flipkart,TRUE,28
FLI-570639,PID-3021,Book,Electronics,9,637.65,14-01-31,CUST-9172,Sam,customer713@example.com,-8381895230,"217 Street, City-10, State-2",18-01-31,Delivered,Flipkart,FALSE,11
FLI-848488,PID-2731,Book,Books,4,931.11,15-01-31,CUST-7833,Jane,customer147@example.com,-8381606072,"80 Street, City-15, State-23",19-01-31,Cancelled,Flipkart,TRUE,7
FLI-977323,PID-5849,Laptop,Electronics,4,733.45,16-01-31,CUST-8827,Taylor,customer6@example.com,-9405289311,"283 Street, City-70, State-13",20-01-31,Cancelled,Flipkart,FALSE,18
FLI-746716,PID-1708,Phone,Books,6,943.1,17-01-31,CUST-3408,Jane,customer447@example.com,-7129796189,"230 Street, City-3, State-5",21-01-31,Cancelled,Flipkart,TRUE,19
FLI-144832,PID-5509,Laptop,Electronics,5,361.98,18-01-31,CUST-9934,Jane,customer308@example.com,-7445766099,"397 Street, City-83, State-14",22-01-31,In Transit,Flipkart,TRUE,8
FLI-577456,PID-4460,Laptop,Electronics,7,237.04,19-01-31,CUST-3212,Jane,customer657@example.com,-8210952999,"485 Street, City-39, State-10",23-01-31,Cancelled,Flipkart,FALSE,27
FLI-366221,PID-6175,Watch,Electronics,3,603.8,20-01-31,CUST-6860,Jane,customer146@example.com,-7528336042,"49 Street, City-4, State-2",24-01-31,Delivered,Flipkart,FALSE,20
FLI-306047,PID-8592,Phone,Accessories,6,737.14,21-01-31,CUST-3815,John,customer437@example.com,-7838775116,"475 Street, City-76, State-3",25-01-31,Delivered,Flipkart,TRUE,14
FLI-885349,PID-8499,Headphones,Fashion,1,294.33,22-01-31,CUST-1846,Alex,customer351@example.com,-8915351150,"68 Street, City-69, State-6",26-01-31,Cancelled,Flipkart,TRUE,17
FLI-585618,PID-3093,Shoes,Electronics,6,585.46,23-01-31,CUST-6439,Jane,customer807@example.com,-8641571982,"152 Street, City-46, State-12",27-01-31,Delivered,Flipkart,TRUE,14
FLI-609305,PID-9710,Book,Books,1,656.28,24-01-31,CUST-5634,Sam,customer326@example.com,-8680831179,"339 Street, City-45, State-29",28-01-31,Delivered,Flipkart,FALSE,23
FLI-154921,PID-6927,Shoes,Accessories,9,617.37,25-01-31,CUST-3299,Alex,customer36@example.com,-8277677260,"308 Street, City-34, State-30",29-01-31,Delivered,Flipkart,FALSE,8
FLI-909512,PID-8282,Shoes,Accessories,9,895.34,26-01-31,CUST-5744,Taylor,customer143@example.com,-9502721788,"187 Street, City-14, State-1",30-01-31,In Transit,Flipkart,FALSE,22
FLI-552621,PID-6147,Watch,Books,9,699.78,27-01-31,CUST-2181,John,customer354@example.com,-9803528454,"283 Street, City-85, State-14",31-01-31,Cancelled,Flipkart,FALSE,10
FLI-551634,PID-1070,Phone,Fashion,4,138.01,28-01-31,CUST-4708,Chris,customer94@example.com,-9068264901,"427 Street, City-13, State-11",01-02-31,Delivered,Flipkart,FALSE,18
FLI-834545,PID-4226,Watch,Accessories,5,427.74,29-01-31,CUST-6008,John,customer580@example.com,-7447865889,"67 Street, City-2, State-3",02-02-31,Delivered,Flipkart,TRUE,14
FLI-520348,PID-7857,Phone,Books,8,952.24,30-01-31,CUST-2983,Taylor,customer985@example.com,-7503126463,"39 Street, City-89, State-1",03-02-31,Cancelled,Flipkart,FALSE,12
FLI-507298,PID-6743,Book,Accessories,1,869.85,31-01-31,CUST-8833,Alex,customer946@example.com,-7519400028,"293 Street, City-100, State-18",04-02-31,Cancelled,Flipkart,TRUE,15
FLI-618245,PID-8121,Book,Fashion,9,373.49,01-02-31,CUST-7015,Jane,customer490@example.com,-8507778175,"448 Street, City-55, State-21",05-02-31,In Transit,Flipkart,TRUE,30
FLI-683352,PID-8808,Book,Fashion,5,645.47,02-02-31,CUST-8667,Jane,customer236@example.com,-8814583236,"280 Street, City-99, State-13",06-02-31,Delivered,Flipkart,FALSE,23
FLI-777126,PID-8847,Book,Accessories,10,942.41,03-02-31,CUST-6297,Sam,customer412@example.com,-8278198278,"425 Street, City-44, State-12",07-02-31,In Transit,Flipkart,TRUE,18
FLI-971505,PID-4040,Headphones,Electronics,9,884.81,04-02-31,CUST-7944,Alex,customer229@example.com,-9096503372,"278 Street, City-8, State-13",08-02-31,Cancelled,Flipkart,FALSE,16
FLI-327440,PID-6203,Laptop,Electronics,1,843.15,05-02-31,CUST-1322,John,customer539@example.com,-9703814112,"462 Street, City-94, State-7",09-02-31,Delivered,Flipkart,TRUE,12
FLI-432237,PID-9633,Headphones,Books,1,391.88,06-02-31,CUST-1250,Taylor,customer65@example.com,-8327467800,"397 Street, City-6, State-19",10-02-31,In Transit,Flipkart,FALSE,13
FLI-919566,PID-4113,Book,Accessories,10,139.11,07-02-31,CUST-4546,Alex,customer318@example.com,-9158263099,"398 Street, City-4, State-9",11-02-31,Delivered,Flipkart,FALSE,17
FLI-324472,PID-8226,Watch,Fashion,6,344.11,08-02-31,CUST-9255,John,customer478@example.com,-7438742719,"310 Street, City-28, State-8",12-02-31,Cancelled,Flipkart,FALSE,27
FLI-346539,PID-9663,Laptop,Accessories,6,138.42,09-02-31,CUST-7910,Sam,customer987@example.com,-9218361874,"59 Street, City-80, State-25",13-02-31,In Transit,Flipkart,FALSE,11
FLI-148417,PID-5101,Shoes,Electronics,5,901.85,10-02-31,CUST-8415,Sam,customer921@example.com,-7494372088,"190 Street, City-72, State-1",14-02-31,Delivered,Flipkart,FALSE,24
FLI-444659,PID-1279,Phone,Fashion,1,737.67,11-02-31,CUST-7127,Alex,customer440@example.com,-9984748870,"305 Street, City-7, State-24",15-02-31,In Transit,Flipkart,FALSE,16
FLI-927074,PID-9812,Phone,Books,7,668.45,12-02-31,CUST-1337,Alex,customer646@example.com,-8925960707,"79 Street, City-38, State-13",16-02-31,Delivered,Flipkart,FALSE,22
FLI-465365,PID-8337,Laptop,Fashion,8,840.31,13-02-31,CUST-3815,Sam,customer68@example.com,-9331056408,"265 Street, City-19, State-10",17-02-31,In Transit,Flipkart,FALSE,29
FLI-908094,PID-3587,Laptop,Electronics,2,669.4,14-02-31,CUST-3250,Taylor,customer238@example.com,-8759217447,"29 Street, City-98, State-26",18-02-31,In Transit,Flipkart,FALSE,8
FLI-425379,PID-4863,Watch,Books,8,410.39,15-02-31,CUST-3336,Sam,customer105@example.com,-9541917323,"132 Street, City-47, State-24",19-02-31,Cancelled,Flipkart,TRUE,30
FLI-692286,PID-2817,Watch,Electronics,5,636.89,16-02-31,CUST-3846,Jane,customer211@example.com,-9135625136,"60 Street, City-77, State-10",20-02-31,In Transit,Flipkart,FALSE,28
FLI-117496,PID-2673,Shoes,Books,6,634.75,17-02-31,CUST-8212,Taylor,customer805@example.com,-7009627287,"31 Street, City-61, State-12",21-02-31,Cancelled,Flipkart,TRUE,29
FLI-428569,PID-8027,Laptop,Fashion,3,254.55,18-02-31,CUST-8387,Jane,customer90@example.com,-8860177314,"338 Street, City-91, State-15",22-02-31,Cancelled,Flipkart,TRUE,14
FLI-820865,PID-6092,Headphones,Fashion,10,834.76,19-02-31,CUST-5177,Jane,customer281@example.com,-9251695363,"8 Street, City-17, State-19",23-02-31,Cancelled,Flipkart,FALSE,9
FLI-246865,PID-7626,Laptop,Fashion,7,802.24,20-02-31,CUST-7667,Jane,customer460@example.com,-8738728604,"466 Street, City-75, State-17",24-02-31,In Transit,Flipkart,FALSE,28
FLI-899303,PID-1368,Shoes,Electronics,6,996.61,21-02-31,CUST-5367,Taylor,customer763@example.com,-7585362506,"448 Street, City-17, State-23",25-02-31,In Transit,Flipkart,FALSE,9
FLI-222122,PID-2485,Book,Electronics,8,316.1,22-02-31,CUST-4015,John,customer970@example.com,-8147732893,"66 Street, City-47, State-7",26-02-31,Delivered,Flipkart,FALSE,23
FLI-392578,PID-5349,Watch,Accessories,1,243.46,23-02-31,CUST-7241,Alex,customer880@example.com,-7626207138,"92 Street, City-67, State-26",27-02-31,Delivered,Flipkart,TRUE,10
FLI-926362,PID-4161,Book,Books,4,889.91,24-02-31,CUST-5245,Chris,customer589@example.com,-9297334030,"188 Street, City-1, State-7",28-02-31,Delivered,Flipkart,TRUE,28
FLI-466575,PID-1479,Headphones,Electronics,3,629.5,25-02-31,CUST-3165,Sam,customer897@example.com,-7511505716,"365 Street, City-23, State-4",01-03-31,In Transit,Flipkart,TRUE,15
FLI-193129,PID-1633,Phone,Fashion,3,420.93,26-02-31,CUST-2110,Taylor,customer754@example.com,-7127475444,"79 Street, City-13, State-30",02-03-31,In Transit,Flipkart,TRUE,26
FLI-142572,PID-4249,Laptop,Books,7,322.64,27-02-31,CUST-8757,John,customer983@example.com,-7284886134,"317 Street, City-71, State-13",03-03-31,Cancelled,Flipkart,FALSE,8
FLI-934368,PID-3574,Headphones,Fashion,6,787.21,28-02-31,CUST-5504,Jane,customer990@example.com,-7896418459,"388 Street, City-100, State-23",04-03-31,In Transit,Flipkart,TRUE,27
FLI-353783,PID-5098,Watch,Accessories,4,556.2,01-03-31,CUST-2707,John,customer441@example.com,-9238656287,"275 Street, City-41, State-10",05-03-31,Cancelled,Flipkart,FALSE,11
FLI-275305,PID-1273,Laptop,Fashion,1,651.81,02-03-31,CUST-9879,Sam,customer661@example.com,-9390541046,"61 Street, City-85, State-2",06-03-31,In Transit,Flipkart,FALSE,10
FLI-122524,PID-3551,Watch,Books,9,457.83,03-03-31,CUST-6842,Sam,customer333@example.com,-9871294378,"141 Street, City-65, State-14",07-03-31,Delivered,Flipkart,TRUE,17
FLI-465874,PID-9007,Headphones,Books,4,823.54,04-03-31,CUST-7162,Taylor,customer957@example.com,-7051998738,"156 Street, City-90, State-14",08-03-31,Cancelled,Flipkart,FALSE,24
FLI-561647,PID-3547,Phone,Books,7,864.03,05-03-31,CUST-6161,Jane,customer517@example.com,-7799547938,"231 Street, City-71, State-29",09-03-31,Delivered,Flipkart,FALSE,20
FLI-772119,PID-4298,Laptop,Books,7,975.18,06-03-31,CUST-2491,Jane,customer4@example.com,-7082182207,"140 Street, City-53, State-7",10-03-31,In Transit,Flipkart,TRUE,10
FLI-231163,PID-8467,Laptop,Books,7,566.81,07-03-31,CUST-8537,Alex,customer848@example.com,-9589528751,"138 Street, City-99, State-6",11-03-31,Cancelled,Flipkart,TRUE,30
FLI-491056,PID-5889,Shoes,Fashion,5,176.04,08-03-31,CUST-2648,Alex,customer249@example.com,-8042636566,"206 Street, City-48, State-26",12-03-31,In Transit,Flipkart,TRUE,9
FLI-346405,PID-6495,Book,Accessories,5,578.71,09-03-31,CUST-1947,Alex,customer881@example.com,-7385634286,"34 Street, City-26, State-30",13-03-31,In Transit,Flipkart,TRUE,29
FLI-576265,PID-8800,Book,Electronics,7,635.33,10-03-31,CUST-9234,Taylor,customer221@example.com,-8562728506,"311 Street, City-62, State-12",14-03-31,Cancelled,Flipkart,FALSE,23
FLI-332681,PID-3036,Book,Electronics,10,228.78,11-03-31,CUST-6860,Chris,customer244@example.com,-7414621088,"463 Street, City-48, State-4",15-03-31,Cancelled,Flipkart,FALSE,9
FLI-278815,PID-6362,Shoes,Accessories,5,572.98,12-03-31,CUST-1894,Chris,customer138@example.com,-8261714989,"456 Street, City-93, State-19",16-03-31,In Transit,Flipkart,FALSE,27
FLI-564034,PID-6729,Laptop,Electronics,2,936.07,13-03-31,CUST-5762,Taylor,customer990@example.com,-7344844938,"68 Street, City-83, State-26",17-03-31,Delivered,Flipkart,TRUE,24
FLI-505266,PID-9608,Book,Electronics,9,983.32,14-03-31,CUST-8275,Jane,customer803@example.com,-8631227512,"258 Street, City-93, State-13",18-03-31,Delivered,Flipkart,TRUE,12
FLI-533235,PID-9524,Book,Books,10,830.85,15-03-31,CUST-4942,Jane,customer142@example.com,-7618524137,"382 Street, City-32, State-2",19-03-31,Delivered,Flipkart,TRUE,30
FLI-811805,PID-6144,Shoes,Accessories,7,819.34,16-03-31,CUST-6097,Alex,customer705@example.com,-8646918075,"464 Street, City-50, State-15",20-03-31,Cancelled,Flipkart,TRUE,28
FLI-345260,PID-5648,Headphones,Accessories,5,585.65,17-03-31,CUST-3977,Alex,customer625@example.com,-7581975309,"386 Street, City-58, State-21",21-03-31,Cancelled,Flipkart,FALSE,14
FLI-597575,PID-4876,Book,Books,7,992.81,18-03-31,CUST-2287,Jane,customer496@example.com,-8826596391,"476 Street, City-16, State-23",22-03-31,In Transit,Flipkart,FALSE,30
FLI-538892,PID-7201,Laptop,Accessories,5,441,19-03-31,CUST-1449,Taylor,customer732@example.com,-7080274335,"198 Street, City-22, State-14",23-03-31,Delivered,Flipkart,TRUE,10
FLI-365935,PID-4143,Headphones,Fashion,4,617.97,20-03-31,CUST-5042,Sam,customer22@example.com,-8183116943,"326 Street, City-84, State-4",24-03-31,In Transit,Flipkart,FALSE,20
FLI-560975,PID-7866,Phone,Books,1,651.74,21-03-31,CUST-2161,Taylor,customer744@example.com,-9399930037,"257 Street, City-55, State-24",25-03-31,Cancelled,Flipkart,TRUE,19
FLI-747696,PID-1163,Laptop,Accessories,9,264.46,22-03-31,CUST-8398,Chris,customer541@example.com,-7234356581,"133 Street, City-93, State-23",26-03-31,Cancelled,Flipkart,TRUE,7
FLI-969024,PID-8510,Phone,Electronics,7,672.22,23-03-31,CUST-3815,John,customer189@example.com,-8218673803,"89 Street, City-56, State-26",27-03-31,Cancelled,Flipkart,FALSE,17
FLI-508489,PID-3734,Laptop,Books,2,987.47,24-03-31,CUST-8595,Chris,customer373@example.com,-7040954516,"238 Street, City-44, State-27",28-03-31,Cancelled,Flipkart,TRUE,11
FLI-687279,PID-2669,Watch,Electronics,4,171.53,25-03-31,CUST-6189,Chris,customer907@example.com,-7668328342,"499 Street, City-67, State-13",29-03-31,Delivered,Flipkart,FALSE,12
FLI-629525,PID-4115,Book,Electronics,5,567.87,26-03-31,CUST-6991,Jane,customer167@example.com,-9308205868,"6 Street, City-29, State-6",30-03-31,Cancelled,Flipkart,FALSE,15
FLI-935615,PID-1153,Laptop,Electronics,4,333.49,27-03-31,CUST-2520,Alex,customer929@example.com,-7277895469,"312 Street, City-54, State-20",31-03-31,Cancelled,Flipkart,TRUE,21
FLI-179789,PID-9226,Shoes,Fashion,3,807.99,28-03-31,CUST-7426,Sam,customer850@example.com,-9610350022,"242 Street, City-42, State-8",01-04-31,In Transit,Flipkart,FALSE,14
FLI-715536,PID-3307,Laptop,Fashion,7,949.43,29-03-31,CUST-4882,Sam,customer233@example.com,-7870780331,"437 Street, City-57, State-26",02-04-31,Cancelled,Flipkart,FALSE,26
FLI-847303,PID-1629,Laptop,Electronics,6,347.94,30-03-31,CUST-1163,Sam,customer811@example.com,-7006795551,"74 Street, City-16, State-15",03-04-31,Delivered,Flipkart,TRUE,11
FLI-822191,PID-4636,Headphones,Fashion,6,183.52,31-03-31,CUST-3938,Jane,customer225@example.com,-8814615530,"195 Street, City-69, State-5",04-04-31,In Transit,Flipkart,FALSE,17
