OrderID,ProductID,ProductName,Category,QuantitySold,SellingPrice,DateOfSale,CustomerID,CustomerName,ContactEmail,PhoneNumber,DeliveryAddress,DeliveryDate,DeliveryStatus,Platform,PrimeDelivery,WarehouseLocation
AMA-921722,PID-7844,Headphones,Electronics,10,535.9,2027-07-22,CUST-7785,Alex,customer693@example.com,+91-9172962634,"377 Street, City-95, State-23",2027-07-26,Delivered,Amazon,True,South
AMA-628823,PID-8434,Watch,Electronics,5,768.96,2027-07-23,CUST-1411,Jane,customer535@example.com,+91-7431096947,"85 Street, City-80, State-8",2027-07-27,In Transit,Amazon,False,West
AMA-178368,PID-5024,Watch,Books,10,860.63,2027-07-24,CUST-9932,John,customer235@example.com,+91-7468934792,"5 Street, City-90, State-2",2027-07-28,Cancelled,Amazon,True,West
AMA-291821,PID-6302,Laptop,Accessories,1,102.59,2027-07-25,CUST-6838,Taylor,customer55@example.com,+91-8755056666,"310 Street, City-20, State-17",2027-07-29,Cancelled,Amazon,True,East
AMA-145281,PID-6066,Shoes,Accessories,3,676.43,2027-07-26,CUST-2304,Jane,customer599@example.com,+91-8811731309,"116 Street, City-87, State-9",2027-07-30,Cancelled,Amazon,True,South
AMA-158055,PID-9046,Book,Fashion,1,795.42,2027-07-27,CUST-4138,Taylor,customer304@example.com,+91-8275602232,"185 Street, City-58, State-3",2027-07-31,Cancelled,Amazon,False,West
AMA-900812,PID-9322,Headphones,Fashion,5,566.95,2027-07-28,CUST-2076,Alex,customer827@example.com,+91-7779894554,"32 Street, City-61, State-13",2027-08-01,In Transit,Amazon,False,East
AMA-533571,PID-1210,Phone,Accessories,9,718.42,2027-07-29,CUST-7720,Alex,customer280@example.com,+91-8060913390,"253 Street, City-4, State-3",2027-08-02,In Transit,Amazon,True,East
AMA-186472,PID-8114,Laptop,Accessories,6,302.3,2027-07-30,CUST-7082,Alex,customer908@example.com,+91-9680674118,"109 Street, City-23, State-8",2027-08-03,Delivered,Amazon,False,East
AMA-290611,PID-8159,Headphones,Accessories,2,688.53,2027-07-31,CUST-4143,Chris,customer790@example.com,+91-7816638177,"273 Street, City-34, State-14",2027-08-04,In Transit,Amazon,True,West
AMA-919134,PID-7623,Laptop,Accessories,7,532.98,2027-08-01,CUST-6661,Sam,customer304@example.com,+91-9940537463,"90 Street, City-36, State-23",2027-08-05,In Transit,Amazon,True,East
AMA-298468,PID-5065,Headphones,Fashion,6,712.22,2027-08-02,CUST-7893,Jane,customer615@example.com,+91-9316892348,"354 Street, City-14, State-9",2027-08-06,Delivered,Amazon,False,North
AMA-858383,PID-7260,Phone,Electronics,6,321.4,2027-08-03,CUST-2623,Jane,customer513@example.com,+91-8358361260,"20 Street, City-93, State-12",2027-08-07,Cancelled,Amazon,False,North
AMA-949041,PID-8690,Book,Fashion,5,243.12,2027-08-04,CUST-2849,Taylor,customer274@example.com,+91-8933966751,"291 Street, City-81, State-14",2027-08-08,Delivered,Amazon,True,West
AMA-851185,PID-1717,Book,Books,8,571.84,2027-08-05,CUST-8632,Chris,customer619@example.com,+91-7599803529,"308 Street, City-6, State-20",2027-08-09,Cancelled,Amazon,False,West
AMA-104495,PID-4253,Phone,Electronics,6,415.38,2027-08-06,CUST-4821,Taylor,customer168@example.com,+91-7605096774,"308 Street, City-94, State-4",2027-08-10,Delivered,Amazon,True,North
AMA-267386,PID-1242,Shoes,Electronics,4,544.06,2027-08-07,CUST-7467,Jane,customer14@example.com,+91-8996558884,"370 Street, City-66, State-16",2027-08-11,Delivered,Amazon,False,South
AMA-809202,PID-2150,Laptop,Books,5,215.56,2027-08-08,CUST-9238,Taylor,customer710@example.com,+91-8951732822,"419 Street, City-60, State-1",2027-08-12,Cancelled,Amazon,False,South
AMA-936981,PID-6700,Headphones,Electronics,8,759.45,2027-08-09,CUST-9921,John,customer577@example.com,+91-7459823703,"349 Street, City-21, State-16",2027-08-13,In Transit,Amazon,True,West
AMA-300882,PID-8954,Shoes,Electronics,9,821.13,2027-08-10,CUST-5974,John,customer793@example.com,+91-9766697624,"493 Street, City-79, State-17",2027-08-14,Cancelled,Amazon,True,North
AMA-369179,PID-1461,Laptop,Electronics,4,261.36,2027-08-11,CUST-7748,John,customer956@example.com,+91-7428457803,"245 Street, City-43, State-24",2027-08-15,Cancelled,Amazon,False,East
AMA-711307,PID-8544,Headphones,Electronics,1,817.62,2027-08-12,CUST-6285,Chris,customer275@example.com,+91-9245606572,"492 Street, City-70, State-15",2027-08-16,Cancelled,Amazon,False,East
AMA-480906,PID-7596,Headphones,Fashion,7,934.64,2027-08-13,CUST-3956,Chris,customer155@example.com,+91-8235478862,"356 Street, City-92, State-19",2027-08-17,Cancelled,Amazon,False,South
AMA-326190,PID-7922,Shoes,Books,7,754.2,2027-08-14,CUST-1906,Sam,customer271@example.com,+91-8600959821,"193 Street, City-2, State-15",2027-08-18,In Transit,Amazon,False,North
AMA-799890,PID-4062,Laptop,Books,4,391.97,2027-08-15,CUST-8943,Jane,customer151@example.com,+91-8430588863,"156 Street, City-11, State-12",2027-08-19,Cancelled,Amazon,False,North
AMA-643051,PID-3356,Laptop,Books,8,276.01,2027-08-16,CUST-1948,Sam,customer350@example.com,+91-9562261290,"407 Street, City-65, State-5",2027-08-20,Cancelled,Amazon,True,East
AMA-629232,PID-5360,Book,Electronics,3,902.4,2027-08-17,CUST-7094,Jane,customer932@example.com,+91-7021208570,"399 Street, City-31, State-9",2027-08-21,Cancelled,Amazon,True,East
AMA-516517,PID-9695,Headphones,Books,2,736.27,2027-08-18,CUST-8099,Jane,customer688@example.com,+91-9632663732,"293 Street, City-1, State-13",2027-08-22,Delivered,Amazon,True,West
AMA-137757,PID-4903,Shoes,Fashion,6,620.84,2027-08-19,CUST-9644,Taylor,customer290@example.com,+91-7384962515,"128 Street, City-74, State-3",2027-08-23,Cancelled,Amazon,False,East
AMA-764799,PID-7404,Phone,Books,4,466.0,2027-08-20,CUST-4778,John,customer595@example.com,+91-8166123878,"390 Street, City-31, State-25",2027-08-24,Delivered,Amazon,False,West
AMA-354372,PID-6368,Headphones,Accessories,8,698.96,2027-08-21,CUST-5600,Jane,customer470@example.com,+91-9743425731,"418 Street, City-21, State-18",2027-08-25,Delivered,Amazon,False,South
AMA-626438,PID-1594,Shoes,Electronics,3,376.12,2027-08-22,CUST-1278,Jane,customer643@example.com,+91-8213692675,"407 Street, City-58, State-12",2027-08-26,In Transit,Amazon,True,East
AMA-762076,PID-3065,Headphones,Books,1,865.7,2027-08-23,CUST-4182,Alex,customer396@example.com,+91-7736492699,"381 Street, City-72, State-20",2027-08-27,Cancelled,Amazon,True,North
AMA-834967,PID-5081,Phone,Fashion,8,359.53,2027-08-24,CUST-2771,Sam,customer108@example.com,+91-7075627514,"271 Street, City-68, State-22",2027-08-28,In Transit,Amazon,True,East
AMA-279089,PID-5806,Phone,Electronics,3,210.36,2027-08-25,CUST-4261,Chris,customer217@example.com,+91-8003837147,"326 Street, City-5, State-23",2027-08-29,Delivered,Amazon,False,South
AMA-626330,PID-5315,Laptop,Fashion,7,673.43,2027-08-26,CUST-8378,Chris,customer190@example.com,+91-9721459963,"389 Street, City-87, State-7",2027-08-30,Delivered,Amazon,False,South
AMA-566665,PID-4137,Headphones,Accessories,7,391.55,2027-08-27,CUST-3701,Alex,customer230@example.com,+91-7328392002,"36 Street, City-97, State-14",2027-08-31,Cancelled,Amazon,False,West
AMA-465786,PID-4518,Shoes,Fashion,8,294.53,2027-08-28,CUST-5731,Jane,customer287@example.com,+91-7734364262,"163 Street, City-58, State-16",2027-09-01,Cancelled,Amazon,True,West
AMA-732104,PID-1092,Book,Books,4,340.48,2027-08-29,CUST-1182,Sam,customer790@example.com,+91-8930702769,"101 Street, City-67, State-3",2027-09-02,Cancelled,Amazon,True,West
AMA-681332,PID-7775,Phone,Electronics,4,686.67,2027-08-30,CUST-7535,John,customer109@example.com,+91-8159286013,"222 Street, City-95, State-26",2027-09-03,Cancelled,Amazon,True,East
AMA-465671,PID-5716,Laptop,Fashion,1,555.49,2027-08-31,CUST-9416,Chris,customer118@example.com,+91-8723200050,"286 Street, City-73, State-11",2027-09-04,Cancelled,Amazon,True,North
AMA-137354,PID-6966,Book,Books,4,967.58,2027-09-01,CUST-2777,Sam,customer647@example.com,+91-7045164624,"22 Street, City-13, State-28",2027-09-05,Delivered,Amazon,True,South
AMA-476197,PID-5479,Laptop,Books,1,591.08,2027-09-02,CUST-6710,John,customer877@example.com,+91-8586220494,"59 Street, City-78, State-11",2027-09-06,Delivered,Amazon,True,East
AMA-884335,PID-4070,Book,Accessories,1,506.62,2027-09-03,CUST-7267,John,customer552@example.com,+91-8786661486,"414 Street, City-69, State-10",2027-09-07,Delivered,Amazon,False,North
AMA-587758,PID-5834,Book,Accessories,10,502.57,2027-09-04,CUST-2021,Sam,customer499@example.com,+91-8711345707,"32 Street, City-80, State-10",2027-09-08,In Transit,Amazon,True,North
AMA-896404,PID-8344,Book,Electronics,5,478.64,2027-09-05,CUST-4454,Taylor,customer46@example.com,+91-7913317990,"160 Street, City-12, State-7",2027-09-09,Delivered,Amazon,False,South
AMA-128066,PID-5067,Laptop,Fashion,7,750.48,2027-09-06,CUST-3895,Sam,customer615@example.com,+91-9474077646,"444 Street, City-55, State-12",2027-09-10,Delivered,Amazon,True,West
AMA-779039,PID-4247,Headphones,Books,2,322.81,2027-09-07,CUST-1009,Jane,customer641@example.com,+91-9313463265,"380 Street, City-79, State-26",2027-09-11,Delivered,Amazon,False,South
AMA-723753,PID-6776,Headphones,Fashion,10,613.51,2027-09-08,CUST-9549,Sam,customer603@example.com,+91-7706063126,"410 Street, City-54, State-21",2027-09-12,In Transit,Amazon,False,South
AMA-496741,PID-6469,Shoes,Electronics,3,452.54,2027-09-09,CUST-6263,Chris,customer158@example.com,+91-7573991259,"300 Street, City-16, State-22",2027-09-13,In Transit,Amazon,True,North
AMA-350888,PID-7873,Laptop,Books,7,282.87,2027-09-10,CUST-3986,Taylor,customer129@example.com,+91-8750852826,"234 Street, City-35, State-23",2027-09-14,Cancelled,Amazon,True,North
AMA-230463,PID-1856,Headphones,Electronics,10,453.46,2027-09-11,CUST-2003,Chris,customer804@example.com,+91-8847867924,"343 Street, City-69, State-9",2027-09-15,Cancelled,Amazon,True,East
AMA-980109,PID-5061,Watch,Electronics,5,965.4,2027-09-12,CUST-2574,Alex,customer888@example.com,+91-9790157340,"248 Street, City-19, State-12",2027-09-16,In Transit,Amazon,True,West
AMA-825397,PID-5071,Phone,Books,1,982.65,2027-09-13,CUST-6498,Alex,customer724@example.com,+91-7750698021,"5 Street, City-48, State-17",2027-09-17,In Transit,Amazon,True,North
AMA-574664,PID-1260,Laptop,Accessories,6,111.68,2027-09-14,CUST-3277,Alex,customer799@example.com,+91-7526339438,"184 Street, City-94, State-12",2027-09-18,Cancelled,Amazon,True,East
AMA-601984,PID-6943,Book,Books,7,195.18,2027-09-15,CUST-6830,Alex,customer395@example.com,+91-9834627995,"23 Street, City-69, State-26",2027-09-19,Delivered,Amazon,False,North
AMA-890032,PID-4546,Shoes,Electronics,10,541.82,2027-09-16,CUST-9907,Sam,customer953@example.com,+91-7483642981,"291 Street, City-51, State-27",2027-09-20,Delivered,Amazon,True,West
AMA-215063,PID-7574,Headphones,Fashion,1,258.72,2027-09-17,CUST-9853,Sam,customer976@example.com,+91-8088719806,"270 Street, City-7, State-6",2027-09-21,In Transit,Amazon,True,South
AMA-366069,PID-1320,Book,Books,7,371.05,2027-09-18,CUST-9139,Alex,customer14@example.com,+91-9250535173,"100 Street, City-58, State-17",2027-09-22,Cancelled,Amazon,True,South
AMA-750460,PID-4084,Phone,Electronics,10,511.55,2027-09-19,CUST-8614,John,customer430@example.com,+91-8987305188,"329 Street, City-61, State-8",2027-09-23,Delivered,Amazon,True,North
AMA-117215,PID-9771,Shoes,Accessories,10,217.69,2027-09-20,CUST-2868,Chris,customer504@example.com,+91-9470895470,"154 Street, City-14, State-16",2027-09-24,Delivered,Amazon,True,South
AMA-443279,PID-2190,Book,Books,1,340.36,2027-09-21,CUST-7336,John,customer303@example.com,+91-7285739264,"149 Street, City-1, State-12",2027-09-25,Cancelled,Amazon,False,West
AMA-750079,PID-8123,Headphones,Accessories,5,664.32,2027-09-22,CUST-5478,Chris,customer156@example.com,+91-7882153728,"161 Street, City-11, State-28",2027-09-26,In Transit,Amazon,True,South
AMA-517618,PID-2778,Laptop,Books,2,851.56,2027-09-23,CUST-9714,Chris,customer300@example.com,+91-8071290885,"64 Street, City-10, State-28",2027-09-27,Delivered,Amazon,True,North
AMA-545753,PID-3177,Shoes,Accessories,9,891.65,2027-09-24,CUST-9091,Sam,customer332@example.com,+91-9282576336,"360 Street, City-51, State-6",2027-09-28,In Transit,Amazon,False,East
AMA-793305,PID-5696,Laptop,Fashion,1,624.57,2027-09-25,CUST-2232,Taylor,customer732@example.com,+91-7812863332,"343 Street, City-94, State-2",2027-09-29,In Transit,Amazon,True,North
AMA-877720,PID-9652,Shoes,Electronics,1,736.53,2027-09-26,CUST-6539,Alex,customer719@example.com,+91-8355218051,"326 Street, City-3, State-28",2027-09-30,In Transit,Amazon,True,West
AMA-478564,PID-1964,Book,Electronics,10,308.13,2027-09-27,CUST-9771,Taylor,customer394@example.com,+91-7747939061,"314 Street, City-21, State-10",2027-10-01,Delivered,Amazon,True,East
AMA-851461,PID-9452,Laptop,Accessories,3,153.14,2027-09-28,CUST-5041,John,customer255@example.com,+91-8369269217,"436 Street, City-99, State-26",2027-10-02,Delivered,Amazon,False,South
AMA-347898,PID-2192,Watch,Fashion,6,106.68,2027-09-29,CUST-6964,John,customer920@example.com,+91-8717836072,"15 Street, City-61, State-8",2027-10-03,Delivered,Amazon,True,South
AMA-383718,PID-5935,Phone,Electronics,9,642.98,2027-09-30,CUST-7261,Taylor,customer874@example.com,+91-9104150212,"49 Street, City-1, State-15",2027-10-04,In Transit,Amazon,True,South
AMA-619554,PID-8362,Shoes,Fashion,5,877.88,2027-10-01,CUST-1194,Alex,customer86@example.com,+91-7395554855,"163 Street, City-95, State-9",2027-10-05,Cancelled,Amazon,True,East
AMA-944183,PID-5550,Watch,Electronics,8,492.59,2027-10-02,CUST-7892,John,customer190@example.com,+91-8250662660,"455 Street, City-94, State-27",2027-10-06,In Transit,Amazon,True,North
AMA-254730,PID-1504,Watch,Fashion,1,754.3,2027-10-03,CUST-4256,Alex,customer913@example.com,+91-7439785006,"266 Street, City-15, State-17",2027-10-07,Delivered,Amazon,False,North
AMA-101696,PID-9660,Phone,Accessories,10,626.37,2027-10-04,CUST-5605,Chris,customer357@example.com,+91-9087394838,"167 Street, City-78, State-26",2027-10-08,Delivered,Amazon,False,North
AMA-555177,PID-8441,Laptop,Electronics,10,506.6,2027-10-05,CUST-6411,Jane,customer199@example.com,+91-7283892939,"136 Street, City-15, State-8",2027-10-09,Cancelled,Amazon,False,North
AMA-845426,PID-6032,Headphones,Accessories,10,708.76,2027-10-06,CUST-7096,Chris,customer920@example.com,+91-8347517499,"111 Street, City-51, State-20",2027-10-10,In Transit,Amazon,True,West
AMA-488646,PID-7848,Shoes,Fashion,9,710.36,2027-10-07,CUST-5589,Alex,customer746@example.com,+91-7916404157,"439 Street, City-86, State-6",2027-10-11,Delivered,Amazon,False,North
AMA-549010,PID-9549,Phone,Electronics,6,553.82,2027-10-08,CUST-5372,Sam,customer969@example.com,+91-9576897953,"52 Street, City-90, State-3",2027-10-12,In Transit,Amazon,True,North
AMA-770735,PID-6616,Watch,Accessories,3,612.82,2027-10-09,CUST-5973,John,customer707@example.com,+91-9586400867,"3 Street, City-4, State-25",2027-10-13,Delivered,Amazon,True,West
AMA-591247,PID-9933,Shoes,Electronics,7,775.77,2027-10-10,CUST-1146,Chris,customer133@example.com,+91-7759491762,"271 Street, City-73, State-9",2027-10-14,Cancelled,Amazon,True,East
AMA-261210,PID-5413,Phone,Electronics,6,877.62,2027-10-11,CUST-1445,Jane,customer458@example.com,+91-8473317386,"380 Street, City-94, State-20",2027-10-15,Cancelled,Amazon,True,West
AMA-289441,PID-9785,Laptop,Electronics,1,930.85,2027-10-12,CUST-7750,Jane,customer787@example.com,+91-9088725261,"100 Street, City-82, State-18",2027-10-16,Cancelled,Amazon,True,South
AMA-618481,PID-9636,Laptop,Electronics,7,254.67,2027-10-13,CUST-1207,Chris,customer587@example.com,+91-9483978732,"262 Street, City-62, State-15",2027-10-17,Delivered,Amazon,True,East
AMA-768944,PID-3142,Headphones,Accessories,9,890.88,2027-10-14,CUST-5607,Sam,customer581@example.com,+91-7334671178,"265 Street, City-35, State-19",2027-10-18,In Transit,Amazon,False,South
AMA-383726,PID-6564,Book,Electronics,9,267.4,2027-10-15,CUST-6806,Chris,customer379@example.com,+91-8717350219,"298 Street, City-74, State-29",2027-10-19,In Transit,Amazon,True,East
AMA-836610,PID-7790,Shoes,Electronics,2,490.52,2027-10-16,CUST-1322,Alex,customer270@example.com,+91-8117863284,"63 Street, City-12, State-21",2027-10-20,Cancelled,Amazon,False,West
AMA-259264,PID-8551,Book,Accessories,1,302.33,2027-10-17,CUST-6191,John,customer131@example.com,+91-9360830366,"153 Street, City-52, State-3",2027-10-21,Cancelled,Amazon,True,East
AMA-243446,PID-3882,Watch,Books,3,167.05,2027-10-18,CUST-4613,Jane,customer637@example.com,+91-9631377256,"470 Street, City-93, State-28",2027-10-22,In Transit,Amazon,True,West
AMA-554877,PID-7680,Book,Electronics,10,634.23,2027-10-19,CUST-5138,Taylor,customer318@example.com,+91-9100756257,"246 Street, City-93, State-3",2027-10-23,Delivered,Amazon,True,South
AMA-286457,PID-3530,Laptop,Books,5,452.73,2027-10-20,CUST-7636,Chris,customer582@example.com,+91-7717400147,"191 Street, City-20, State-26",2027-10-24,Cancelled,Amazon,True,South
AMA-345611,PID-7974,Book,Books,7,260.68,2027-10-21,CUST-7906,Chris,customer575@example.com,+91-8009048570,"434 Street, City-45, State-16",2027-10-25,Cancelled,Amazon,False,East
AMA-281856,PID-1821,Headphones,Electronics,6,419.63,2027-10-22,CUST-3561,Taylor,customer697@example.com,+91-9031979829,"95 Street, City-34, State-29",2027-10-26,In Transit,Amazon,True,East
AMA-262921,PID-8054,Shoes,Fashion,4,862.96,2027-10-23,CUST-8688,Alex,customer611@example.com,+91-8255383313,"142 Street, City-5, State-3",2027-10-27,In Transit,Amazon,True,West
AMA-226444,PID-4141,Watch,Accessories,7,581.27,2027-10-24,CUST-3303,John,customer18@example.com,+91-9051111827,"149 Street, City-58, State-15",2027-10-28,In Transit,Amazon,False,East
AMA-381894,PID-9377,Watch,Fashion,5,615.43,2027-10-25,CUST-1323,Alex,customer606@example.com,+91-9488119299,"328 Street, City-2, State-16",2027-10-29,In Transit,Amazon,False,West
AMA-612640,PID-2222,Watch,Accessories,4,597.25,2027-10-26,CUST-6126,Alex,customer257@example.com,+91-9919792426,"139 Street, City-80, State-8",2027-10-30,Delivered,Amazon,True,South
AMA-477969,PID-3718,Laptop,Books,8,473.8,2027-10-27,CUST-8896,John,customer832@example.com,+91-9201344932,"108 Street, City-61, State-5",2027-10-31,Delivered,Amazon,True,North
AMA-119731,PID-3267,Book,Fashion,5,933.6,2027-10-28,CUST-8459,Sam,customer444@example.com,+91-8735008702,"67 Street, City-84, State-8",2027-11-01,In Transit,Amazon,True,East
AMA-406140,PID-1686,Watch,Fashion,7,438.06,2027-10-29,CUST-3320,Jane,customer473@example.com,+91-9970942744,"112 Street, City-30, State-20",2027-11-02,Delivered,Amazon,True,South
AMA-272494,PID-1949,Headphones,Accessories,6,889.2,2027-10-30,CUST-3757,Alex,customer618@example.com,+91-7540136415,"174 Street, City-41, State-23",2027-11-03,In Transit,Amazon,True,North
AMA-910663,PID-5633,Shoes,Electronics,8,247.05,2027-10-31,CUST-9030,Taylor,customer64@example.com,+91-7676244568,"499 Street, City-35, State-21",2027-11-04,In Transit,Amazon,True,North
AMA-846237,PID-1415,Shoes,Books,3,574.86,2027-11-01,CUST-7342,Chris,customer5@example.com,+91-9579215953,"309 Street, City-86, State-8",2027-11-05,Cancelled,Amazon,False,West
AMA-152334,PID-7296,Phone,Electronics,9,278.83,2027-11-02,CUST-9376,Sam,customer695@example.com,+91-8811194051,"60 Street, City-53, State-8",2027-11-06,Cancelled,Amazon,True,North
AMA-960895,PID-4202,Watch,Electronics,9,268.59,2027-11-03,CUST-7226,Jane,customer121@example.com,+91-7844292636,"367 Street, City-6, State-23",2027-11-07,Delivered,Amazon,True,South
AMA-635417,PID-4575,Shoes,Fashion,5,121.49,2027-11-04,CUST-3792,Sam,customer270@example.com,+91-7696029768,"60 Street, City-75, State-8",2027-11-08,Cancelled,Amazon,False,North
AMA-106019,PID-8898,Watch,Accessories,9,290.48,2027-11-05,CUST-3415,Sam,customer716@example.com,+91-7364557835,"458 Street, City-90, State-8",2027-11-09,Cancelled,Amazon,False,South
AMA-870980,PID-5161,Shoes,Accessories,8,228.77,2027-11-06,CUST-5775,Alex,customer466@example.com,+91-7773766724,"42 Street, City-96, State-6",2027-11-10,Cancelled,Amazon,True,East
AMA-800222,PID-1100,Shoes,Books,1,398.87,2027-11-07,CUST-9793,Jane,customer821@example.com,+91-9873793728,"479 Street, City-27, State-30",2027-11-11,Delivered,Amazon,True,West
AMA-131085,PID-6265,Headphones,Accessories,6,619.1,2027-11-08,CUST-2217,Alex,customer857@example.com,+91-7425165646,"65 Street, City-90, State-24",2027-11-12,Cancelled,Amazon,False,South
AMA-697464,PID-2452,Laptop,Accessories,1,328.84,2027-11-09,CUST-9153,Chris,customer640@example.com,+91-7422646629,"61 Street, City-29, State-23",2027-11-13,Delivered,Amazon,False,East
AMA-656161,PID-9181,Book,Accessories,2,953.74,2027-11-10,CUST-3207,John,customer908@example.com,+91-7722539225,"293 Street, City-24, State-13",2027-11-14,In Transit,Amazon,False,West
AMA-962588,PID-5254,Watch,Fashion,10,398.59,2027-11-11,CUST-3473,Taylor,customer888@example.com,+91-9358794833,"227 Street, City-52, State-21",2027-11-15,Delivered,Amazon,False,South
AMA-776193,PID-6290,Headphones,Electronics,7,136.82,2027-11-12,CUST-3744,Chris,customer838@example.com,+91-8612224170,"466 Street, City-94, State-14",2027-11-16,In Transit,Amazon,False,West
AMA-877025,PID-4337,Shoes,Accessories,5,464.31,2027-11-13,CUST-5427,Sam,customer139@example.com,+91-9045270466,"41 Street, City-1, State-14",2027-11-17,Cancelled,Amazon,False,East
AMA-459301,PID-4544,Watch,Books,10,430.63,2027-11-14,CUST-1819,John,customer40@example.com,+91-9076496896,"346 Street, City-80, State-7",2027-11-18,In Transit,Amazon,True,South
AMA-818896,PID-5926,Shoes,Fashion,4,414.53,2027-11-15,CUST-8520,Jane,customer925@example.com,+91-7683606062,"409 Street, City-53, State-12",2027-11-19,Delivered,Amazon,True,North
AMA-666850,PID-3053,Book,Electronics,9,871.79,2027-11-16,CUST-7860,John,customer294@example.com,+91-9313089265,"69 Street, City-21, State-8",2027-11-20,Delivered,Amazon,True,West
AMA-776407,PID-5734,Shoes,Fashion,6,481.99,2027-11-17,CUST-7708,Jane,customer49@example.com,+91-9292683958,"201 Street, City-33, State-20",2027-11-21,Delivered,Amazon,False,East
AMA-580797,PID-4602,Watch,Accessories,3,426.22,2027-11-18,CUST-4249,John,customer25@example.com,+91-9175055283,"489 Street, City-64, State-13",2027-11-22,Delivered,Amazon,False,East
AMA-784387,PID-9974,Shoes,Accessories,4,240.13,2027-11-19,CUST-3507,Jane,customer475@example.com,+91-7809840608,"487 Street, City-92, State-3",2027-11-23,Cancelled,Amazon,True,North
AMA-284405,PID-6062,Shoes,Books,7,257.2,2027-11-20,CUST-9275,Alex,customer705@example.com,+91-7601451006,"34 Street, City-19, State-26",2027-11-24,Cancelled,Amazon,False,North
AMA-293369,PID-2981,Shoes,Electronics,5,531.21,2027-11-21,CUST-2129,Jane,customer185@example.com,+91-7036403409,"286 Street, City-52, State-7",2027-11-25,In Transit,Amazon,True,East
AMA-886006,PID-6296,Headphones,Electronics,4,212.16,2027-11-22,CUST-2843,John,customer107@example.com,+91-8916300660,"235 Street, City-41, State-24",2027-11-26,In Transit,Amazon,False,South
AMA-799277,PID-8361,Shoes,Fashion,4,153.08,2027-11-23,CUST-8993,Chris,customer492@example.com,+91-7340465353,"364 Street, City-36, State-12",2027-11-27,In Transit,Amazon,False,North
AMA-858164,PID-6907,Shoes,Accessories,1,550.03,2027-11-24,CUST-6750,Alex,customer414@example.com,+91-9430535664,"295 Street, City-9, State-29",2027-11-28,Cancelled,Amazon,True,West
AMA-750792,PID-8541,Book,Electronics,8,602.4,2027-11-25,CUST-3548,Chris,customer396@example.com,+91-9514754812,"173 Street, City-15, State-21",2027-11-29,Cancelled,Amazon,False,North
AMA-985713,PID-3725,Headphones,Fashion,4,554.16,2027-11-26,CUST-8946,Taylor,customer164@example.com,+91-9732725040,"64 Street, City-84, State-23",2027-11-30,Cancelled,Amazon,False,West
AMA-978692,PID-6866,Phone,Electronics,2,732.14,2027-11-27,CUST-6352,Taylor,customer80@example.com,+91-9717145895,"481 Street, City-91, State-8",2027-12-01,Cancelled,Amazon,False,West
AMA-365038,PID-7314,Book,Books,6,672.64,2027-11-28,CUST-5271,Jane,customer465@example.com,+91-7624696647,"397 Street, City-4, State-29",2027-12-02,In Transit,Amazon,False,South
AMA-750623,PID-4032,Phone,Fashion,6,349.08,2027-11-29,CUST-6628,Sam,customer131@example.com,+91-7258887206,"440 Street, City-19, State-27",2027-12-03,Cancelled,Amazon,True,West
AMA-924081,PID-8739,Book,Fashion,1,508.09,2027-11-30,CUST-7257,Alex,customer108@example.com,+91-8831643660,"263 Street, City-54, State-20",2027-12-04,Cancelled,Amazon,True,West
AMA-632008,PID-6965,Watch,Accessories,2,335.38,2027-12-01,CUST-5640,John,customer152@example.com,+91-7074144001,"273 Street, City-59, State-29",2027-12-05,In Transit,Amazon,True,South
AMA-679851,PID-4292,Watch,Accessories,3,256.47,2027-12-02,CUST-9636,Sam,customer355@example.com,+91-8025937223,"228 Street, City-48, State-8",2027-12-06,Cancelled,Amazon,False,West
AMA-855617,PID-3465,Laptop,Electronics,8,419.57,2027-12-03,CUST-9837,Chris,customer887@example.com,+91-9345476549,"152 Street, City-52, State-4",2027-12-07,Cancelled,Amazon,True,North
AMA-385367,PID-2911,Shoes,Accessories,7,780.14,2027-12-04,CUST-2784,Chris,customer92@example.com,+91-7240819199,"352 Street, City-54, State-1",2027-12-08,Cancelled,Amazon,True,North
AMA-624515,PID-6481,Shoes,Electronics,3,903.79,2027-12-05,CUST-1575,Taylor,customer537@example.com,+91-7453269271,"173 Street, City-55, State-18",2027-12-09,Cancelled,Amazon,True,North
AMA-910333,PID-1495,Phone,Books,2,425.55,2027-12-06,CUST-3769,Jane,customer284@example.com,+91-9681634046,"250 Street, City-48, State-4",2027-12-10,In Transit,Amazon,True,East
AMA-363186,PID-6744,Headphones,Fashion,4,334.85,2027-12-07,CUST-5833,Taylor,customer736@example.com,+91-9905165358,"372 Street, City-19, State-14",2027-12-11,Cancelled,Amazon,False,West
AMA-736640,PID-9550,Watch,Books,10,144.78,2027-12-08,CUST-8722,Sam,customer483@example.com,+91-8907151971,"190 Street, City-42, State-1",2027-12-12,Cancelled,Amazon,True,West
AMA-768297,PID-7236,Watch,Accessories,10,938.04,2027-12-09,CUST-9107,Taylor,customer364@example.com,+91-7479774295,"76 Street, City-56, State-2",2027-12-13,Cancelled,Amazon,False,North
AMA-381553,PID-2630,Headphones,Accessories,10,672.24,2027-12-10,CUST-5235,Taylor,customer170@example.com,+91-7703037355,"317 Street, City-79, State-1",2027-12-14,Cancelled,Amazon,True,East
